6/9/2026 9:00:00,parker@solrivercapital.com,Gallia Academy,Meter,,Meter Check,6,Elkor Production Meter (Main)-Elkor Production Meter (Main) (6 devices),6/9/2026,"6 meters affected. Current mismatch A = 29.8 Amps, B = 37.6 Amps, C = 33.8 Amps",Repair,6/9/2026,,,0,,,,,,,,,,,,10:41:29 AM,10:32:36 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Green Elementary,Meter,,Meter Check,1,Elkor MKII Production Meter,6/9/2026,"Power phase error A = -0.0 kW, B = 0.0 kW, C = 0.0 kW",Repair,6/9/2026,,,0,,,,,,,,,,,,1:12:21 AM,2:09:01 AM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Harding,Data Acq,,UPS Alert,1,ALSOENERGY SMART UPS,6/9/2026,Battery Over Temperature,Repair,,,,0,,,,,,,,,,,,1:10:00 PM,,,
6/9/2026 9:00:00,parker@solrivercapital.com,Longleaf,Data Acq,,Transformer Alert,1,DIGITAL I/O - XFMR ALARMS,6/9/2026,Vacuum fault - Pressure less than -5 psi,Repair,,,,0,,,,,,,,,,,,8:13:00 AM,,,
6/9/2026 9:00:00,parker@solrivercapital.com,Longleaf,Inverter,,Comm Failure,10,B10-B3 (10 devices),6/9/2026,10 inverters affected. This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,Repair,6/9/2026,,,1,,,,,,,,,,,,12:23:00 PM,8:49:00 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Marble,HCB,,Comm Failure,1,DC ZONES,6/9/2026,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,Repair,6/9/2026,,,0,,,,,,,,,,,,11:09:23 PM,11:12:46 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Marble,Inverter,,Inverter Fault,1,1,6/9/2026,Stop,Repair,6/9/2026,,,1,,,,,,,,,,,,4:19:24 AM,12:16:03 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,McLean,Site,,Rule Fail,1,,6/9/2026,"Errors: , Performance (2)	 Communication: 2 test suites failed out of 5 (11 new messages)",Repair,,,,0,,,,,,,,,,,,12:51:54 PM,,,
6/9/2026 9:00:00,parker@solrivercapital.com,Monroe Landfill,Inverter,,Inverter Fault,1,Solectria PVI 60KTL Inverter - 20,6/9/2026,Insulation Resistance Low - IsolationErr,Repair,,,,1,,,,,,,,,,,,10:30:28 AM,,,
6/9/2026 9:00:00,parker@solrivercapital.com,Monroe Landfill,Meter,,Meter Check,1,Elkor Production Meter,6/9/2026,"Current mismatch A = 530.5 Amps, B = 533.6 Amps, C = 618.5 Amps",Repair,6/9/2026,,,0,,,,,,,,,,,,10:01:38 PM,11:55:29 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Monroe Landfill,Site,,Rule Fail,2,", ",6/9/2026,"2 sites affected. Errors: , Performance (44)	 Communication: 2 test suites failed out of 5 (3 new messages)",Repair,6/9/2026,,,0,,,,,,,,,,,,12:22:09 AM,10:48:29 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,RIT,Site,,Rule Fail,2,", ",6/9/2026,"2 sites affected. Errors: , Performance (20)	 Communication: All tests passed",Repair,6/9/2026,,,0,,,,,,,,,,,,12:57:23 AM,11:38:50 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,RRH 1 & 2,Meter,,Meter Check,6,Elkor Production Meter Site 2-Elkor Production Meter Site 2 (6 devices),6/9/2026,"6 meters affected. Current mismatch A = 133.1 Amps, B = 107.1 Amps, C = 118.2 Amps",Repair,6/9/2026,,,0,,,,,,,,,,,,7:48:09 PM,10:26:43 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Richmond,Site,,Rule Fail,2,", ",6/9/2026,"2 sites affected. Errors: , Performance (1)	 Communication: 1 test suite failed out of 5 (2 new messages)",Repair,6/9/2026,,,0,,,,,,,,,,,,12:59:00 AM,11:40:25 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Rio Grande,Meter,,Meter Check,2,"Elkor Production Meter, Elkor Production Meter",6/9/2026,"2 meters affected. Power phase error A = -0.1 kW, B = 0.1 kW, C = -0.1 kW",Repair,6/9/2026,,,0,,,,,,,,,,,,12:18:31 AM,10:31:52 AM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Sheridan Solar,Site,,Rule Fail,1,,6/9/2026,"Errors: , Performance (2)	 Communication: All tests passed",Repair,,,,0,,,,,,,,,,,,6:09:45 PM,,,
6/9/2026 9:00:00,parker@solrivercapital.com,Shorthorn,Meter,,Meter Check,5,"METER - PRODUCTION, METER - PRODUCTION, METER - PRODUCTION, METER - PRODUCTION, METER - PRODUCTION",6/9/2026,"5 meters affected. Current mismatch A = 12.5 Amps, B = 15.8 Amps, C = 15.7 Amps",Repair,6/9/2026,,,0,,,,,,,,,,,,10:44:00 AM,12:42:00 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Shorthorn,Tracker,,Comm Failure,1,TRACKER CONTROL (ST1),6/9/2026,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,Outage,,,,0,,,,,,,,,,,,2:18:00 PM,,,
6/9/2026 9:00:00,parker@solrivercapital.com,Shorthorn,Tracker,,Tracker Alert,2,"TRACKER CONTROL (ST1), TRACKER CONTROL (ST1)",6/9/2026,2 trackers affected. Slave Alarms S 54: Emergency stop button pressed	 Slave Alarms S 48: State Of Charge is under the critical threshold,Repair,6/9/2026,,,0,,,,,,,,,,,,1:54:00 AM,3:22:00 AM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Shorthorn,Site,,Rule Fail,1,,6/9/2026,"Errors: , Performance (1)	 Communication: 2 test suites failed out of 5 (4 new messages)",Repair,,,,0,,,,,,,,,,,,9:22:27 PM,,,
6/9/2026 9:00:00,parker@solrivercapital.com,Sunflower,Inverter,,Comm Failure,102,21-78 (102 devices),6/9/2026,102 inverters affected. This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,Repair,6/9/2026,,,1,,,,,,,,,,,,12:31:00 AM,11:50:00 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Sunflower,Site,,Rule Fail,1,,6/9/2026,"Errors: , Performance (83)	 Communication: All tests passed",Repair,,,,0,,,,,,,,,,,,4:13:12 PM,,,
6/9/2026 9:00:00,parker@solrivercapital.com,Upson,Site,,Rule Fail,1,,6/9/2026,"Errors: , Performance (1)	 Communication: All tests passed",Repair,,,,0,,,,,,,,,,,,3:51:00 AM,,,
6/9/2026 9:00:00,parker@solrivercapital.com,WCPS - Waynesboro High School,Site,,Performance Index Al,1,,6/9/2026,Performance Index above normal range.  Possible weather station malfunction.	 Performance index: 1.315,Repair,,,,0,,,,,,,,,,,,7:21:38 PM,,,
6/9/2026 9:00:00,parker@solrivercapital.com,WCPS - William Perry Elementary School,Site,,Rule Fail,1,,6/9/2026,"Errors: , Performance (8)	 Communication: 1 test suite failed out of 5 (4 new messages)",Repair,,,,0,,,,,,,,,,,,7:29:54 PM,,,
6/9/2026 9:00:00,parker@solrivercapital.com,Warbler,Gateway,,Gateway Offline,1,PowerManager 2200,6/9/2026,This error may be the result of one of the following:	 1. Wiring problem between the gateway and the internet connection.,Repair,6/9/2026,,,1,,,,,,,,,,,,8:32:59 AM,9:41:01 AM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Washington,Inverter,,Comm Failure,48,1-19 (48 devices),6/9/2026,48 inverters affected. This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,Repair,6/9/2026,,,1,,,,,,,,,,,,12:29:00 AM,11:53:00 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Washington,Meter,,Meter Check,1,METER - PRODUCTION,6/9/2026,"Current mismatch A = 34.3 Amps, B = 32.6 Amps, C = 28.4 Amps",Repair,6/9/2026,,,0,,,,,,,,,,,,11:12:00 PM,11:48:00 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Whitehall Solar,Data Acq,,UPS Alert,3,"ALSOENERGY SMART UPS, ALSOENERGY SMART UPS, ALSOENERGY SMART UPS",6/9/2026,3 data acqs affected. Battery Over Temperature,Repair,6/9/2026,,,0,,,,,,,,,,,,12:26:00 AM,11:21:00 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Whitehall Solar,Data Acq,,Transformer Alert,1,DIGITAL I/O - XFMR ALARMS,6/9/2026,90 degree liquid temp fault - Temperature greater than 90 C.,Repair,6/9/2026,,,0,,,,,,,,,,,,8:55:00 PM,11:47:00 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Whitetail,Tracker,,Comm Failure,10,GameChange Tracker Control 2.2-GameChange Tracker Control 2.1 (10 devices),6/9/2026,10 trackers affected. This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,Repair,6/9/2026,,,0,,,,,,,,,,,,8:20:00 AM,10:08:00 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Whitetail,Tracker,,Tracker Alert,21,GameChange Tracker Control 2.1-GameChange Tracker Control 2.1 (21 devices),6/9/2026,21 trackers affected. Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,Repair,6/9/2026,,,0,,,,,,,,,,,,12:24:00 AM,11:02:00 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Whitetail,Site,,Rule Fail,1,,6/9/2026,"Errors: , Performance (4)	 Communication: 2 test suites failed out of 5 (4 new messages)",Repair,,,,0,,,,,,,,,,,,7:08:48 AM,,,
6/9/2026 9:00:00,parker@solrivercapital.com,Williams,Data Acq,,UPS Alert,3,"ALSOENERGY SMART UPS, ALSOENERGY SMART UPS, ALSOENERGY SMART UPS",6/9/2026,3 data acqs affected. Battery Voltage Low,Repair,6/9/2026,,,0,,,,,,,,,,,,9:33:00 AM,5:48:00 PM,,
6/9/2026 9:00:00,parker@solrivercapital.com,Williams,Inverter,,Comm Failure,17,B19-B16 (17 devices),6/9/2026,17 inverters affected. This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,Repair,6/9/2026,,,1,,,,,,,,,,,,12:55:00 PM,10:30:00 PM,,
